datetime,Unnamed: 0_x,name,tempmax_x,tempmin_x,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed_x,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,Unnamed: 0_y,river_discharge,Unnamed: 0,weathercode,tempmax_y,tempmin_y,temperature_2m_mean,apparent_temperature_mean,precipitation_sum,rain_sum,precipitation_hours,windspeed_y,et0_fao_evapotranspiration
2022-12-12,3601,Bogra,27.4,15.4,21.0,27.1,15.4,20.9,10.7,54.9,0.0,0,0.0,,0.0,0.0,16.2,12.6,314.5,1012.4,3.3,17.3,187.6,16.2,7,10.0,2022-12-12T06:37:34,2022-12-12T17:14:41,0.63,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5093,0.49,4728,3,25.7,14.1,20.2,21.0,0.0,0.0,0.0,7.9,2.91
2022-12-13,3602,Bogra,26.8,15.7,20.7,26.7,15.7,20.7,9.3,52.0,0.0,0,0.0,,0.0,0.0,15.8,11.5,310.9,1012.6,5.0,18.1,186.8,16.2,7,10.0,2022-12-13T06:38:12,2022-12-13T17:15:00,0.67,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5094,0.48,4729,3,26.0,15.4,20.7,22.0,0.0,0.0,0.0,7.0,2.77
2022-12-14,3603,Bogra,27.1,15.1,20.8,26.7,15.1,20.7,9.4,52.6,0.0,0,0.0,,0.0,0.0,9.7,8.3,314.3,1012.7,5.0,18.1,190.5,16.4,7,10.0,2022-12-14T06:38:49,2022-12-14T17:15:20,0.7,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5095,0.47,4730,3,25.6,13.4,19.9,20.9,0.0,0.0,0.0,8.2,2.5
2022-12-15,3604,Bogra,26.5,14.1,19.9,26.5,14.1,19.9,6.1,47.4,0.0,0,0.0,,0.0,0.0,12.2,11.2,288.5,1012.1,2.0,18.2,192.0,16.6,7,10.0,2022-12-15T06:39:25,2022-12-15T17:15:42,0.73,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5096,0.46,4731,1,25.2,14.5,19.6,19.5,0.0,0.0,0.0,8.4,2.82
2022-12-16,3605,Bogra,26.3,14.3,19.4,26.3,14.3,19.4,5.1,42.3,0.0,0,0.0,,0.0,0.0,14.4,11.5,297.2,1012.1,35.3,20.7,191.8,16.5,7,10.0,2022-12-16T06:40:01,2022-12-16T17:16:05,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999",5097,0.45,4732,2,24.5,13.7,19.2,18.9,0.0,0.0,0.0,9.6,2.94
2022-12-17,3606,Bogra,26.7,14.7,20.1,26.7,14.7,20.1,10.3,55.3,0.0,0,0.0,,0.0,0.0,13.7,11.2,319.5,1013.1,3.5,17.3,186.1,16.1,7,10.0,2022-12-17T06:40:36,2022-12-17T17:16:29,0.8,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5098,0.45,4733,3,25.4,14.3,19.4,19.9,0.0,0.0,0.0,8.6,2.6
2022-12-18,3607,Bogra,27.6,16.4,21.1,27.7,16.4,21.1,14.0,65.4,0.0,0,0.0,,0.0,0.0,11.5,10.1,337.6,1012.9,3.4,18.1,183.1,15.7,7,10.0,2022-12-18T06:41:09,2022-12-18T17:16:54,0.83,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5099,0.45,4734,3,25.4,13.9,19.3,20.2,0.0,0.0,0.0,7.7,2.54
2022-12-19,3608,Bogra,27.4,16.1,21.4,26.8,16.1,21.3,12.9,61.4,0.0,0,0.0,,0.0,0.0,10.1,9.7,331.9,1011.6,49.8,19.0,183.3,15.9,7,10.0,2022-12-19T06:41:42,2022-12-19T17:17:20,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999",5100,0.45,4735,2,26.1,14.8,19.8,20.3,0.0,0.0,0.0,8.7,2.63
2022-12-20,3609,Bogra,26.9,15.6,21.0,26.7,15.6,21.0,12.4,60.8,0.0,0,0.0,,0.0,0.0,13.0,10.4,327.1,1011.5,24.9,18.1,182.6,15.7,7,10.0,2022-12-20T06:42:15,2022-12-20T17:17:48,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999",5101,0.45,4736,1,25.8,14.3,19.7,20.2,0.0,0.0,0.0,7.7,2.8
2022-12-21,3610,Bogra,26.8,16.4,20.9,26.6,16.4,20.9,11.0,56.2,0.0,0,0.0,,0.0,0.0,12.6,10.4,310.9,1012.2,13.1,17.3,183.3,15.9,7,10.0,2022-12-21T06:42:46,2022-12-21T17:18:17,0.93,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5102,0.45,4737,2,25.5,13.8,19.8,19.9,0.0,0.0,0.0,8.8,2.98
2022-12-22,3611,Bogra,26.3,15.8,20.5,26.3,15.8,20.5,10.0,53.9,0.0,0,0.0,,0.0,0.0,13.7,11.2,309.0,1012.0,26.3,18.1,182.5,15.7,7,10.0,2022-12-22T06:43:16,2022-12-22T17:18:47,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999",5103,0.45,4738,2,25.3,13.7,19.4,19.4,0.0,0.0,0.0,8.9,2.88
2022-12-23,3612,Bogra,26.2,13.7,19.2,26.2,13.7,19.2,6.1,46.8,0.0,0,0.0,,0.0,0.0,15.8,11.2,317.7,1012.5,11.7,17.3,191.0,16.3,7,10.0,2022-12-23T06:43:45,2022-12-23T17:19:17,0.0,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5104,0.44,4739,0,24.4,12.4,18.2,18.0,0.0,0.0,0.0,9.9,2.96
2022-12-24,3613,Bogra,27.3,13.1,19.6,26.4,13.1,19.5,7.6,50.6,0.0,0,0.0,,0.0,0.0,13.7,9.7,310.9,1012.6,1.3,17.9,187.2,16.2,7,10.0,2022-12-24T06:44:13,2022-12-24T17:19:49,0.03,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5105,0.44,4740,2,24.9,12.7,19.0,19.3,0.0,0.0,0.0,7.9,2.88
2022-12-25,3614,Bogra,27.5,14.9,20.9,26.7,14.9,20.8,9.6,52.0,0.0,0,0.0,,0.0,0.0,14.4,10.8,154.4,1013.5,30.3,18.1,155.3,13.4,7,10.0,2022-12-25T06:44:40,2022-12-25T17:20:22,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999",5106,0.44,4741,51,24.5,14.5,19.8,20.8,0.2,0.2,2.0,7.6,1.93
2022-12-26,3615,Bogra,25.6,18.7,21.2,25.6,18.7,21.2,12.2,58.7,0.0,0,0.0,,0.0,0.0,9.4,8.3,87.5,1015.3,47.7,19.0,99.8,8.5,5,10.0,2022-12-26T06:45:06,2022-12-26T17:20:56,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999",5107,0.44,4742,51,25.0,16.0,20.4,21.9,0.3,0.3,3.0,9.3,2.04
2022-12-27,3616,Bogra,27.4,17.7,21.0,26.8,17.7,21.0,12.3,60.4,0.1,100,4.17,rain,0.0,0.0,28.4,18.7,294.5,1014.5,35.1,17.3,176.9,15.2,7,10.0,2022-12-27T06:45:31,2022-12-27T17:21:31,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42506099999,remote,41883099999",5108,0.44,4743,51,24.6,11.7,18.9,19.5,0.9,0.9,5.0,11.7,2.22
2022-12-28,3617,Bogra,24.4,13.2,18.3,24.4,13.2,18.3,5.6,49.4,0.0,0,0.0,,0.0,0.0,14.8,13.0,316.6,1015.8,8.0,18.1,193.1,16.7,7,10.0,2022-12-28T06:45:54,2022-12-28T17:22:07,0.17,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5109,0.44,4744,3,22.6,10.6,16.0,15.5,0.0,0.0,0.0,8.7,2.44
2022-12-29,3618,Bogra,23.6,11.9,17.2,23.6,11.9,17.2,6.2,53.8,0.0,0,0.0,,0.0,0.0,11.9,9.4,317.9,1017.5,27.7,17.8,191.3,16.6,7,10.0,2022-12-29T06:46:16,2022-12-29T17:22:43,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999",5110,0.44,4745,3,21.6,9.9,16.3,16.0,0.0,0.0,0.0,8.9,2.32
2022-12-30,3619,Bogra,24.0,13.1,17.3,24.0,13.1,17.3,9.9,65.1,0.0,0,0.0,,0.0,0.0,12.2,10.4,318.5,1017.7,12.5,17.1,186.4,16.1,7,10.0,2022-12-30T06:46:38,2022-12-30T17:23:20,0.25,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5111,0.44,4746,51,22.2,11.6,17.1,17.4,0.1,0.1,1.0,7.5,2.09
2022-12-31,3620,Bogra,24.9,14.1,18.2,24.9,14.1,18.2,9.7,62.0,0.0,0,0.0,,0.0,0.0,9.7,9.0,65.8,1017.7,1.3,18.4,187.3,16.1,7,10.0,2022-12-31T06:46:57,2022-12-31T17:23:58,0.27,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5112,0.44,4747,3,22.3,11.4,17.1,17.5,0.0,0.0,0.0,7.9,2.1
2023-01-01,3621,Bogra,24.9,13.4,18.3,24.9,13.4,18.3,10.0,62.8,0.0,0,0.0,,0.0,0.0,10.1,9.7,26.8,1018.8,6.3,16.9,188.7,16.2,7,10.0,2023-01-01T06:47:16,2023-01-01T17:24:37,0.3,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5113,0.44,4748,51,22.5,12.4,17.2,17.6,0.2,0.2,2.0,9.4,2.34
2023-01-02,3622,Bogra,25.7,13.1,19.0,25.7,13.1,19.0,8.7,55.9,0.0,0,0.0,,0.0,0.0,13.0,11.9,355.5,1019.0,8.3,17.0,191.3,16.5,7,10.0,2023-01-02T06:47:33,2023-01-02T17:25:17,0.34,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5114,0.44,4749,3,23.5,11.9,17.4,17.0,0.0,0.0,0.0,8.9,2.79
2023-01-03,3623,Bogra,25.1,14.0,18.1,25.1,14.0,18.1,8.5,57.5,0.0,0,0.0,,0.0,0.0,17.3,13.0,325.8,1019.1,5.4,18.6,191.7,16.4,7,10.0,2023-01-03T06:47:49,2023-01-03T17:25:57,0.37,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5115,0.44,4750,2,23.4,12.0,17.6,16.8,0.0,0.0,0.0,13.5,2.75
2023-01-04,3624,Bogra,24.7,12.6,17.1,24.7,12.6,17.1,9.0,63.2,0.0,0,0.0,,0.0,0.0,20.9,13.7,325.4,1018.6,9.6,17.8,191.5,16.5,7,10.0,2023-01-04T06:48:04,2023-01-04T17:26:38,0.41,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5116,0.44,4751,2,22.4,11.6,16.6,15.8,0.0,0.0,0.0,12.2,2.48
2023-01-05,3625,Bogra,24.7,11.6,16.5,24.7,11.6,16.5,9.4,66.0,0.0,0,0.0,,0.0,0.0,35.3,15.8,322.1,1019.5,16.7,18.1,193.0,16.7,7,10.0,2023-01-05T06:48:17,2023-01-05T17:27:19,0.44,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5117,0.44,4752,0,22.4,10.8,16.3,15.4,0.0,0.0,0.0,13.5,2.68
2023-01-06,3626,Bogra,24.7,10.8,16.3,24.7,10.8,16.3,8.2,62.7,0.0,0,0.0,,0.0,0.0,33.8,18.4,310.5,1018.8,12.9,17.2,195.3,16.9,7,10.0,2023-01-06T06:48:29,2023-01-06T17:28:01,0.48,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5118,0.44,4753,0,23.0,11.0,16.4,15.5,0.0,0.0,0.0,12.3,2.86
2023-01-07,3627,Bogra,25.5,10.7,16.6,25.5,10.7,16.6,7.1,58.0,0.0,0,0.0,,0.0,0.0,30.6,15.5,317.1,1017.2,13.8,19.2,196.7,16.9,7,10.0,2023-01-07T06:48:40,2023-01-07T17:28:43,0.5,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5119,0.44,4754,0,24.0,11.0,17.0,16.7,0.0,0.0,0.0,10.7,2.78
2023-01-08,3628,Bogra,26.1,10.7,17.2,26.1,10.7,17.2,5.4,51.6,0.0,0,0.0,,0.0,0.0,29.2,13.3,314.6,1016.4,5.4,17.9,196.6,17.0,7,10.0,2023-01-08T06:48:49,2023-01-08T17:29:26,0.54,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5120,0.44,4755,0,24.2,10.6,17.1,17.0,0.0,0.0,0.0,10.1,2.8
2023-01-09,3629,Bogra,26.2,11.1,18.1,26.2,11.1,18.1,4.0,43.9,0.0,0,0.0,,0.0,0.0,23.0,13.3,319.7,1017.5,0.0,18.2,197.5,17.0,7,10.0,2023-01-09T06:48:56,2023-01-09T17:30:09,0.58,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5121,0.44,4756,0,25.0,11.5,17.6,17.3,0.0,0.0,0.0,11.3,2.98
2023-01-10,3630,Bogra,25.9,12.1,18.4,25.9,12.1,18.4,3.2,40.8,0.0,0,0.0,,0.0,0.0,19.4,13.7,312.5,1016.2,0.0,19.1,199.4,17.1,7,10.0,2023-01-10T06:49:03,2023-01-10T17:30:53,0.61,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5122,0.44,4757,0,24.3,10.8,16.9,15.8,0.0,0.0,0.0,10.4,3.16
2023-01-11,3631,Bogra,25.2,10.9,16.7,25.2,10.9,16.7,3.5,47.4,0.0,0,0.0,,0.0,0.0,14.8,11.9,306.6,1014.5,2.1,17.3,202.4,17.3,7,10.0,2023-01-11T06:49:08,2023-01-11T17:31:37,0.64,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5123,0.42,4758,0,22.8,9.9,16.0,15.4,0.0,0.0,0.0,8.4,2.86
2023-01-12,3632,Bogra,25.4,9.7,17.0,25.4,9.7,17.0,3.8,46.7,0.0,0,0.0,,0.0,0.0,10.4,10.1,290.6,1013.0,5.4,18.2,200.7,17.4,7,10.0,2023-01-12T06:49:11,2023-01-12T17:32:21,0.68,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5124,0.42,4759,1,22.9,10.0,16.1,15.5,0.0,0.0,0.0,10.2,2.88
2023-01-13,3633,Bogra,26.8,11.2,18.5,26.5,11.2,18.5,4.8,46.2,0.0,0,0.0,,0.0,0.0,13.3,10.8,276.0,1013.6,3.8,18.0,199.0,17.2,7,10.0,2023-01-13T06:49:13,2023-01-13T17:33:05,0.71,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5125,0.42,4760,3,23.7,10.8,17.5,17.7,0.0,0.0,0.0,7.1,2.82
2023-01-14,3634,Bogra,27.5,11.1,19.9,26.7,11.1,19.8,8.9,52.9,0.0,0,0.0,,0.0,0.0,24.5,14.4,283.2,1012.9,24.3,18.0,184.5,15.9,7,10.0,2023-01-14T06:49:13,2023-01-14T17:33:50,0.74,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42506099999,remote,41883099999",5126,0.42,4761,3,24.5,11.5,18.7,19.1,0.0,0.0,0.0,8.5,2.45
2023-01-15,3635,Bogra,26.0,14.1,19.9,26.0,14.1,19.9,9.9,55.5,0.0,0,0.0,,0.0,0.0,24.1,18.0,311.3,1012.9,19.9,17.2,197.8,17.1,7,10.0,2023-01-15T06:49:12,2023-01-15T17:34:35,0.75,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5127,0.42,4762,3,23.9,12.0,18.4,17.7,0.0,0.0,0.0,16.6,2.96
2023-01-16,3636,Bogra,24.0,13.7,18.1,24.0,13.7,18.1,7.9,55.2,0.0,0,0.0,,0.0,0.0,22.0,13.3,310.0,1015.1,48.4,18.1,178.9,15.5,7,10.0,2023-01-16T06:49:10,2023-01-16T17:35:20,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999",5128,0.42,4763,3,20.5,10.3,15.9,15.0,0.0,0.0,0.0,7.9,2.15
2023-01-17,3637,Bogra,23.4,10.7,16.3,23.4,10.7,16.3,4.4,50.2,0.0,0,0.0,,0.0,0.0,15.1,11.5,313.5,1015.6,2.5,17.9,207.9,17.9,8,10.0,2023-01-17T06:49:06,2023-01-17T17:36:05,0.85,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5129,0.42,4764,1,21.3,8.5,14.8,13.1,0.0,0.0,0.0,10.3,3.13
2023-01-18,3638,Bogra,24.2,10.1,16.4,24.2,10.1,16.4,4.6,50.7,0.0,0,0.0,,0.0,0.0,13.0,9.7,321.0,1017.8,2.5,18.0,208.7,18.1,8,10.0,2023-01-18T06:49:01,2023-01-18T17:36:50,0.88,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5130,0.42,4765,3,21.6,7.5,14.5,13.2,0.0,0.0,0.0,9.2,2.8
2023-01-19,3639,Bogra,24.1,10.4,16.9,24.1,10.4,16.9,4.4,48.1,0.0,0,0.0,,0.0,0.0,14.8,11.5,321.0,1017.6,2.5,19.0,207.9,17.9,8,10.0,2023-01-19T06:48:54,2023-01-19T17:37:35,0.91,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5131,0.42,4766,0,22.0,8.5,15.5,14.3,0.0,0.0,0.0,9.5,3.08
2023-01-20,3640,Bogra,25.0,11.8,17.6,25.0,11.8,17.6,5.9,50.5,0.0,0,0.0,,0.0,0.0,10.4,9.4,324.1,1016.9,1.9,17.4,206.5,17.8,8,10.0,2023-01-20T06:48:45,2023-01-20T17:38:21,0.95,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5132,0.42,4767,0,23.1,9.8,16.5,15.7,0.0,0.0,0.0,9.4,3.07
2023-01-21,3641,Bogra,26.5,12.4,18.7,26.5,12.4,18.7,6.0,48.5,0.0,0,0.0,,0.0,0.0,15.1,11.9,306.5,1015.3,1.3,17.4,206.9,17.9,8,10.0,2023-01-21T06:48:36,2023-01-21T17:39:06,0.98,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5133,0.42,4768,0,24.0,9.6,18.0,17.6,0.0,0.0,0.0,8.0,3.09
2023-01-22,3642,Bogra,28.0,12.6,19.9,26.8,12.6,19.8,6.5,46.6,0.0,0,0.0,,0.0,0.0,20.5,13.0,342.5,1014.6,1.8,17.4,209.6,18.2,8,10.0,2023-01-22T06:48:24,2023-01-22T17:39:51,0.0,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5134,0.42,4769,3,25.0,13.2,18.8,19.1,0.0,0.0,0.0,8.7,3.07
2023-01-23,3643,Bogra,28.5,13.9,20.7,27.3,13.9,20.5,9.7,53.3,0.0,0,0.0,,0.0,0.0,24.1,16.6,332.3,1013.8,32.5,18.0,206.3,17.7,8,10.0,2023-01-23T06:48:12,2023-01-23T17:40:36,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999",5135,0.42,4770,0,25.8,13.7,19.5,20.2,0.0,0.0,0.0,8.4,3.04
2023-01-24,3644,Bogra,29.2,16.1,21.7,27.8,16.1,21.5,10.5,52.4,0.0,0,0.0,,0.0,0.0,18.7,14.4,356.1,1014.2,20.2,18.2,207.6,17.8,8,10.0,2023-01-24T06:47:58,2023-01-24T17:41:21,0.08,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42506099999,remote,41883099999",5136,0.42,4771,3,25.8,13.2,19.6,20.2,0.0,0.0,0.0,8.9,3.15
2023-01-25,3645,Bogra,29.5,13.6,21.8,28.1,13.6,21.5,10.7,53.2,0.0,0,0.0,,0.0,0.0,14.0,10.8,336.8,1013.7,7.2,17.4,208.2,17.8,8,10.0,2023-01-25T06:47:42,2023-01-25T17:42:06,0.11,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5137,0.42,4772,1,26.7,13.6,20.4,21.0,0.0,0.0,0.0,8.3,3.34
2023-01-26,3646,Bogra,29.8,16.1,22.7,34.3,16.1,22.7,11.8,54.2,0.0,0,0.0,,0.0,0.0,18.0,13.0,301.3,1012.9,44.4,18.2,207.1,17.7,8,10.0,2023-01-26T06:47:25,2023-01-26T17:42:50,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999",5138,0.42,4773,1,27.0,15.8,21.1,22.1,0.0,0.0,0.0,8.8,3.23
2023-01-27,3647,Bogra,29.9,17.1,22.7,28.7,17.1,22.5,13.0,57.2,0.0,0,0.0,,0.0,0.0,24.5,16.9,298.7,1013.1,12.9,17.4,208.1,17.9,8,10.0,2023-01-27T06:47:07,2023-01-27T17:43:35,0.18,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5139,0.42,4774,2,26.6,15.5,20.7,21.4,0.0,0.0,0.0,12.7,3.22
2023-01-28,3648,Bogra,28.7,16.2,21.0,27.3,16.2,20.8,10.0,55.2,0.0,0,0.0,,0.0,0.0,30.2,18.0,301.8,1013.0,14.8,17.3,215.7,18.6,8,10.0,2023-01-28T06:46:47,2023-01-28T17:44:19,0.25,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5140,0.42,4775,0,26.2,14.1,20.0,20.6,0.0,0.0,0.0,11.0,3.3
2023-01-29,3649,Bogra,28.3,13.3,20.0,27.0,13.3,19.9,9.0,53.0,0.0,0,0.0,,0.0,0.0,16.6,13.0,325.6,1013.7,2.4,18.3,219.7,19.1,8,10.0,2023-01-29T06:46:26,2023-01-29T17:45:03,0.25,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5141,0.42,4776,3,25.5,13.2,19.5,20.0,0.0,0.0,0.0,8.7,3.26
2023-01-30,3650,Bogra,30.2,15.8,21.9,28.6,15.8,21.6,10.8,53.7,0.0,0,0.0,,0.0,0.0,10.8,9.4,318.3,1014.3,2.0,19.8,215.8,18.7,8,10.0,2023-01-30T06:46:03,2023-01-30T17:45:47,0.28,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5142,0.42,4777,1,27.2,14.4,20.9,22.0,0.0,0.0,0.0,7.8,3.3
2023-01-31,3651,Bogra,30.5,17.2,23.0,28.9,17.2,22.7,11.1,51.1,0.0,0,0.0,,0.0,0.0,22.3,13.0,307.9,1012.2,70.3,19.0,205.8,17.8,8,10.0,2023-01-31T06:45:39,2023-01-31T17:46:30,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999",5143,0.42,4778,3,27.5,15.7,22.2,23.3,0.0,0.0,0.0,9.8,3.4
2023-02-01,3652,Bogra,29.7,17.0,22.3,28.4,17.0,22.0,9.0,46.9,0.0,0,0.0,,0.0,0.0,36.0,23.0,298.6,1012.4,32.1,19.0,220.8,19.1,8,10.0,2023-02-01T06:45:14,2023-02-01T17:47:13,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999",5144,0.41,4779,2,26.7,13.8,20.4,20.2,0.0,0.0,0.0,12.7,3.67
2023-02-02,3653,Bogra,27.3,12.6,19.0,26.5,12.6,18.9,5.9,44.8,0.0,0,0.0,,0.0,0.0,25.9,18.0,310.6,1013.7,49.9,20.8,229.3,19.7,8,10.0,2023-02-02T06:44:47,2023-02-02T17:47:56,0.38,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42506099999,remote,41883099999",5145,0.42,4780,0,24.6,12.8,18.3,17.6,0.0,0.0,0.0,10.4,3.59
2023-02-03,3654,Bogra,28.4,13.1,19.8,27.1,13.1,19.6,8.5,52.7,0.0,0,0.0,,0.0,0.0,20.9,13.3,299.2,1013.1,10.2,19.9,226.5,19.4,8,10.0,2023-02-03T06:44:19,2023-02-03T17:48:38,0.42,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5146,0.42,4781,0,25.8,12.6,19.1,19.1,0.0,0.0,0.0,10.0,3.56
2023-02-04,3655,Bogra,27.5,13.1,19.8,26.5,13.1,19.7,6.9,46.5,0.0,0,0.0,,0.0,0.0,17.6,15.1,290.3,1011.6,17.0,20.8,227.8,19.6,8,10.0,2023-02-04T06:43:50,2023-02-04T17:49:20,0.45,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5147,0.42,4782,1,25.6,13.4,19.5,19.7,0.0,0.0,0.0,8.8,3.48
2023-02-05,3656,Bogra,27.4,13.6,19.3,26.6,13.6,19.2,6.8,47.7,0.0,0,0.0,,0.0,0.0,21.6,16.9,292.6,1011.6,9.4,20.0,229.6,19.8,8,10.0,2023-02-05T06:43:20,2023-02-05T17:50:02,0.48,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5148,0.42,4783,1,25.5,13.4,19.3,19.5,0.0,0.0,0.0,9.1,3.31
2023-02-06,3657,Bogra,28.3,13.1,20.4,26.9,13.1,20.1,7.5,48.6,0.0,0,0.0,,0.0,0.0,22.3,18.0,275.9,1011.7,1.4,19.8,229.5,19.8,8,10.0,2023-02-06T06:42:48,2023-02-06T17:50:43,0.5,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5149,0.42,4784,1,25.9,12.6,19.3,19.0,0.0,0.0,0.0,11.2,3.62
2023-02-07,3658,Bogra,28.8,14.6,21.3,27.3,14.6,20.9,6.2,41.9,0.0,0,0.0,,0.0,0.0,27.0,16.2,261.9,1010.8,1.3,19.8,230.6,20.1,8,10.0,2023-02-07T06:42:15,2023-02-07T17:51:24,0.55,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5150,0.42,4785,1,26.8,12.0,20.4,20.2,0.0,0.0,0.0,10.0,3.91
2023-02-08,3659,Bogra,29.7,16.7,22.4,28.0,16.7,22.1,9.1,47.0,0.0,0,0.0,,0.0,0.0,15.5,12.6,54.5,1011.5,15.5,17.4,230.6,20.0,8,10.0,2023-02-08T06:41:41,2023-02-08T17:52:05,0.59,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5151,0.42,4786,2,27.2,15.6,21.2,22.2,0.0,0.0,0.0,7.7,3.38
2023-02-09,3660,Bogra,29.1,16.1,22.1,27.6,16.1,21.8,9.7,49.1,0.0,0,0.0,,0.0,0.0,16.2,15.8,302.2,1012.3,7.7,19.9,230.3,19.9,8,10.0,2023-02-09T06:41:06,2023-02-09T17:52:45,0.62,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5152,0.42,4787,51,26.8,14.1,20.4,21.1,0.3,0.3,2.0,8.1,3.45
2023-02-10,3661,Bogra,28.5,15.1,20.8,27.1,15.1,20.6,8.0,48.2,0.0,0,0.0,,0.0,0.0,24.8,19.4,298.0,1012.6,7.9,19.0,235.9,20.3,8,10.0,2023-02-10T06:40:29,2023-02-10T17:53:24,0.65,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999",5153,0.42,4788,3,26.3,13.4,20.2,20.6,0.0,0.0,0.0,10.5,3.71
